MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_Ssn_Porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Yr_Sold,Sale_Type,Sale_Condition,address,Dist_from_Center_ft,Log_SalePrice
30,RL,60.0,10800,Pave,Grvl,3,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,720.0,720.0,GasA,3,0,SBrkr,846,0,0,846,0.0,0.0,1,0,2,1,4,4,7,0,0,Detchd,1980.0,3,2.0,576.0,3,3,0,0,0,0,0,0,0,0,0,None,0,6,2009,WD,Normal,1322 DOUGLAS AVE,4801.968014059265,11.571194373094205
30,RL,60.0,10800,Pave,Grvl,3,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,5,1890,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,630.0,630.0,GasA,3,1,FuseA,725,0,0,725,0.0,0.0,1,1,1,1,3,4,7,0,0,Detchd,1959.0,1,1.0,320.0,3,3,2,0,30,0,0,0,0,0,0,None,0,11,2009,WD,Normal,1326 DOUGLAS AVE,4859.641516067294,11.2708539037705
90,RL,81.0,9671,Pave,None,3,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,2Story,6,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,Stone,480.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1248.0,1248.0,GasA,3,1,SBrkr,1248,1296,0,2544,0.0,0.0,2,2,6,2,3,12,7,0,0,Attchd,1969.0,2,3.0,907.0,3,3,2,0,0,0,0,0,0,0,0,None,0,8,2009,WD,Normal,104 E 20TH ST 106,7170.302480065743,12.154779351142624
20,RL,83.0,10143,Pave,None,3,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,295.0,3,3,CBlock,3,3,1,3,384.0,1,0.0,996.0,1380.0,GasA,2,1,SBrkr,1380,0,0,1380,0.0,0.0,1,1,3,1,3,6,7,0,0,Attchd,1963.0,1,1.0,364.0,3,3,2,0,0,0,0,216,0,0,2,None,0,6,2009,WD,Normal,1827 MAXWELL AVE,6800.701758937033,11.944707881395766
20,RL,77.0,11500,Pave,None,2,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,4,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,3,CBlock,3,2,1,4,872.0,3,60.0,108.0,1040.0,GasA,4,1,SBrkr,1040,0,0,1040,1.0,0.0,1,0,3,1,3,6,6,1,1,Attchd,1967.0,2,2.0,480.0,3,3,2,0,0,156,0,0,0,0,3,None,0,5,2009,WD,Normal,113 E O NEIL DR,6717.602641267297,12.0015054797889
90,RL,91.0,11643,Pave,None,3,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,Duplex,2Story,5,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,BrkFace,368.0,3,3,CBlock,3,3,1,2,500.0,1,0.0,748.0,1248.0,GasA,3,1,SBrkr,1338,1296,0,2634,1.0,1.0,2,2,6,2,3,12,7,0,0,Detchd,1969.0,1,4.0,968.0,3,3,2,0,0,0,0,0,0,0,0,None,0,8,2009,WD,Normal,1912 DUFF AVE,7086.582319826464,12.206072645530174
20,RL,62.0,8010,Pave,None,3,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,9,1958,2007,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,CBlock,3,3,2,6,745.0,1,0.0,206.0,951.0,GasA,4,1,SBrkr,951,0,0,951,1.0,0.0,1,0,2,1,4,6,7,0,0,Detchd,1985.0,1,2.0,480.0,3,3,2,0,0,42,0,0,0,0,0,Shed,450,9,2009,WD,Normal,217 E 16TH ST,6210.092620091455,11.874090314181814
20,RL,90.0,10454,Pave,None,2,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1957,1957,Hip,CompShg,Plywood,Plywood,Stone,143.0,3,3,CBlock,3,3,1,3,546.0,1,0.0,559.0,1105.0,GasA,4,1,FuseA,1105,0,0,1105,0.0,0.0,1,0,3,1,3,5,7,0,0,Detchd,1957.0,1,1.0,308.0,3,3,2,0,0,0,0,0,0,0,0,None,0,4,2009,WD,Normal,1604 CARROLL AVE,6148.153214006305,11.813030057420567
20,RL,64.0,8712,Pave,None,2,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,2000,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,2,4,860.0,1,0.0,132.0,992.0,GasA,3,1,SBrkr,1306,0,0,1306,1.0,0.0,1,0,2,1,3,5,7,0,0,Detchd,1968.0,1,1.0,756.0,3,3,2,0,0,0,0,0,0,0,0,None,0,5,2009,WD,Normal,1640 CARROLL AVE,6411.330400666083,11.938193200374572
20,RL,73.0,17600,Pave,None,2,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,30.0,3,3,CBlock,3,3,1,4,1270.0,1,0.0,208.0,1478.0,GasA,5,1,FuseA,1478,0,0,1478,1.0,0.0,2,0,3,1,3,6,7,2,4,Attchd,1960.0,1,2.0,498.0,3,3,2,0,40,0,0,0,0,0,0,None,0,12,2009,WD,Normal,423 PAULSON DR,7381.190097871933,11.967180737247824
20,RL,80.0,9000,Pave,None,2,HLS,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Flat,Tar&Grv,Wd Sdng,Wd Sdng,BrkFace,82.0,3,3,CBlock,4,3,4,1,0.0,1,0.0,160.0,160.0,GasA,2,1,SBrkr,1142,0,0,1142,0.0,0.0,1,0,2,1,3,5,7,1,4,Basement,1958.0,2,1.0,384.0,3,3,2,0,28,64,0,0,0,0,0,None,0,4,2009,WD,Normal,,6818.479257832241,11.639558115903595
40,RL,60.0,12144,Pave,None,3,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,3,3,1,3,375.0,1,0.0,457.0,832.0,GasA,4,1,SBrkr,1036,0,232,1268,0.0,0.0,1,0,3,1,3,6,7,1,4,Attchd,1949.0,1,1.0,288.0,3,3,2,0,28,0,0,0,0,0,0,Othr,0,9,2009,WD,Normal,1511 CARROLL AVE,5686.248604712389,11.79810440720389
90,RL,60.0,8544,Pave,None,3,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,Slab,0,0,0,0,0,0,0,0,0,Wall,2,0,FuseA,1040,0,0,1040,0,0,2,0,2,2,3,6,7,0,0,Detchd,1987.0,1,2.0,400.0,3,3,2,0,0,0,0,0,0,0,0,None,0,6,2009,WD,Normal,1401 CARROLL AVE 1403,5194.781482032934,11.439278924801929
50,RL,60.0,8064,Pave,None,3,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,3,3,621.0,1,0.0,174.0,795.0,GasA,4,0,SBrkr,765,368,0,1133,0.0,0.0,1,0,3,1,3,5,7,0,0,Detchd,1989.0,1,2.0,900.0,3,3,2,0,0,0,0,231,0,0,0,None,0,12,2009,COD,Abnorml,1406 DUFF AVE,5157.144821945168,11.763684183317412
90,RL,60.0,7200,Pave,None,3,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1949,1950,Gable,CompShg,BrkFace,Stone,None,0.0,3,3,Slab,0,0,0,0,0,0,0,0,0,Wall,2,0,FuseF,1040,0,0,1040,0,0,2,0,2,2,3,6,7,0,0,Detchd,1956.0,1,2.0,420.0,3,3,2,0,0,0,0,0,0,0,0,None,0,6,2009,WD,Normal,1410 CARROLL AVE 1412,5384.594438021085,11.407564949312402
50,RL,60.0,7200,Pave,None,3,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,4,1950,1982,Gable,CompShg,VinylSd,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,180.0,4,352.0,676.0,1208.0,GasA,4,1,FuseA,1136,768,0,1904,1.0,0.0,1,1,3,1,3,7,6,0,0,Attchd,1950.0,1,1.0,240.0,3,3,2,0,0,168,0,0,0,0,4,None,0,5,2009,WD,Normal,1518 CARROLL AVE,5825.8811097779035,11.835008964139341
20,RL,71.0,7350,Pave,None,3,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1958,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1041.0,1041.0,GasA,4,1,SBrkr,1041,0,0,1041,0.0,0.0,1,0,3,1,3,6,7,0,0,Attchd,1958.0,2,1.0,294.0,3,3,2,0,0,0,0,0,0,0,2,None,0,3,2009,WD,Normal,1425 MAXWELL AVE,5720.590582454011,11.759785542901755
20,RL,70.0,7560,Pave,None,3,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1965,Hip,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,3,3,1,2,504.0,1,0.0,525.0,1029.0,GasA,3,1,SBrkr,1339,0,0,1339,0.0,0.0,1,0,3,1,3,6,6,0,0,Attchd,1958.0,1,1.0,294.0,3,3,2,0,0,0,0,0,0,0,3,None,0,5,2009,COD,Abnorml,1421 MAXWELL AVE,5658.835836191474,11.842229212112828
20,RL,60.0,7200,Pave,None,3,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,4,1,5,630.0,4,102.0,0.0,732.0,GasA,3,1,SBrkr,732,0,0,732,1.0,0.0,1,0,2,1,3,4,7,0,0,Detchd,1952.0,1,1.0,240.0,3,3,2,0,68,0,0,0,0,0,0,None,0,9,2009,WD,Normal,1402 STAFFORD AVE,5401.943232225424,11.686038082678873
80,RL,80.0,8000,Pave,None,3,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1959,1959,Gable,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,4,3,3,6,433.0,3,95.0,0.0,528.0,GasA,3,1,SBrkr,1183,0,0,1183,1.0,0.0,1,0,3,1,3,6,7,0,0,Attchd,1959.0,2,1.0,288.0,3,3,2,0,0,0,0,0,0,0,2,None,0,7,2009,WD,Normal,1411 GLENDALE AVE,5655.032039517827,11.835008964139341
20,RL,70.0,7931,Pave,None,3,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,3,3,1,4,1148.0,1,0.0,0.0,1148.0,GasA,3,1,SBrkr,1148,0,0,1148,1.0,0.0,1,0,3,1,3,6,7,0,0,Attchd,1959.0,1,1.0,672.0,3,3,2,0,0,0,0,0,0,0,4,None,0,7,2009,WD,Normal,1516 MAXWELL AVE,6042.331842522878,11.794337924408413
50,RL,60.0,10800,Pave,None,3,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,4,7,1949,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,832.0,832.0,GasA,3,1,FuseF,832,629,0,1461,0.0,0.0,2,0,4,1,3,6,7,0,0,Detchd,1949.0,1,1.0,384.0,3,3,2,0,204,0,0,0,0,0,0,None,0,8,2009,WD,Normal,115 E 13TH ST,4800.627850365859,11.801856756822442
50,RL,60.0,8064,Pave,None,3,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,7,1948,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,2,120.0,1,0.0,744.0,864.0,GasA,3,1,SBrkr,1064,0,431,1495,0.0,0.0,1,0,3,1,3,6,7,0,0,Detchd,1994.0,1,2.0,576.0,3,3,2,180,36,0,0,0,0,0,0,None,0,8,2009,COD,Abnorml,1326 DUFF AVE,4988.172539998412,11.813030057420567
60,RL,76.0,7570,Pave,None,3,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,420.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,780.0,780.0,GasA,3,1,SBrkr,993,813,0,1806,0.0,0.0,1,1,4,1,3,8,7,0,0,Attchd,1964.0,1,2.0,483.0,3,3,2,0,55,0,0,0,0,0,0,None,0,3,2009,WD,Normal,1537 LINDEN DR,6377.3058495439,11.882763395435243
90,RL,75.0,8604,Pave,None,2,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SFoyer,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,124.0,3,4,CBlock,4,3,3,6,941.0,1,0.0,0.0,941.0,GasA,4,1,SBrkr,941,0,0,941,1.0,0.0,1,0,2,1,4,4,7,0,0,Attchd,1978.0,1,2.0,564.0,3,3,2,0,40,0,0,0,0,0,0,None,0,11,2009,WD,Normal,1603 MEADOWLANE AVE 1605,6638.817804458024,11.884489021402711
20,RL,80.0,7936,Pave,None,3,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,4,826.0,1,0.0,219.0,1045.0,GasA,3,1,SBrkr,1045,0,0,1045,1.0,0.0,1,0,3,1,3,6,7,1,2,Attchd,1963.0,2,1.0,264.0,3,3,2,0,0,0,0,0,0,0,0,None,0,4,2009,WD,Normal,1409 MEADOWLANE AVE,5838.4771474909385,11.751942365440728
20,RL,60.0,6600,Pave,None,3,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,894.0,894.0,GasA,4,0,SBrkr,894,0,0,894,0.0,0.0,1,0,2,1,3,5,7,0,0,Detchd,1962.0,1,1.0,308.0,3,3,2,0,0,0,0,0,0,0,0,None,0,8,2009,WD,Normal,1402 MEADOWLANE AVE,5882.637600965664,11.603679828238693
50,RM,60.0,3950,Pave,Grvl,3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,468.0,1,0.0,350.0,818.0,GasA,3,1,SBrkr,818,406,0,1224,0.0,0.0,1,0,3,1,3,5,7,0,0,Detchd,1926.0,1,1.0,210.0,3,3,0,0,0,116,0,0,0,0,0,None,0,12,2009,WD,Normal,518 13TH ST,4226.804550320581,11.652687407345388
50,RM,60.0,10440,Pave,Grvl,3,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,440.0,440.0,GasA,4,1,SBrkr,682,548,0,1230,0.0,0.0,1,1,2,1,3,5,7,0,0,Detchd,1966.0,1,2.0,440.0,3,3,2,74,0,128,0,0,0,0,3,None,0,5,2009,WD,Normal,1203 BURNETT AVE,3909.2840114091355,11.608235644774552
50,RM,68.0,4080,Pave,Grvl,3,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1935,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,901.0,901.0,GasA,4,1,SBrkr,861,517,0,1378,0.0,0.0,1,0,3,1,4,6,7,0,0,Detchd,1920.0,1,1.0,162.0,2,2,1,54,0,40,0,0,0,0,0,None,0,6,2009,WD,Normal,611 11TH ST,3540.729209811504,11.766792188927278
90,RM,57.0,10307,Pave,Grvl,3,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,6,5,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,2,2,633.0,1,0.0,339.0,972.0,GasA,4,0,FuseA,972,972,0,1944,1.0,0.0,2,0,4,2,3,12,7,0,0,Detchd,1920.0,1,2.0,324.0,2,3,0,0,28,169,0,0,0,0,0,None,0,6,2009,WD,Normal,621 11TH ST 619,3628.43253358348,11.547326891687561
50,RM,52.0,5720,Pave,None,3,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,676.0,676.0,GasA,5,1,SBrkr,676,455,0,1131,0.0,0.0,1,1,3,1,3,5,7,0,0,Detchd,1941.0,1,1.0,200.0,3,3,2,26,0,0,0,0,0,0,0,None,0,8,2009,WD,Abnorml,1122 GRAND AVE,3838.04754750684,11.104957226643945
50,RM,90.0,15660,Pave,None,3,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1910,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,1,1,0.0,1,0.0,240.0,240.0,GasA,3,1,SBrkr,810,496,0,1306,0.0,0.0,1,1,3,1,4,6,7,0,0,Detchd,1959.0,1,2.0,472.0,2,3,0,0,0,0,0,0,0,0,3,None,0,7,2009,WD,Normal,1111 BURNETT AVE,3589.5108591527587,11.77528972943772
70,RM,90.0,9900,Pave,None,3,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1910,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,CBlock,3,3,1,1,0.0,1,0.0,504.0,504.0,GasA,5,1,SBrkr,764,700,0,1464,0.0,0.0,2,0,3,1,3,7,7,0,0,None,0.0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,None,0,3,2009,WD,Normal,1103 BURNETT AVE,3500.5961301893403,11.76756768334381
70,RM,57.0,6406,Pave,Grvl,3,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,5,421.0,1,0.0,269.0,690.0,GasA,3,1,FuseA,868,690,0,1558,0.0,0.0,1,1,3,1,3,7,7,1,4,Detchd,1939.0,1,2.0,400.0,3,3,2,0,36,0,0,182,0,0,3,None,0,10,2009,WD,Normal,622 11TH ST,3422.449872777145,11.918390573078392
70,RM,60.0,6600,Pave,None,3,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,4,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,Stone,3,3,1,1,0.0,1,0.0,994.0,994.0,GasA,3,0,SBrkr,1378,994,0,2372,0.0,0.0,2,0,4,2,3,11,5,0,0,Attchd,1985.0,2,1.0,432.0,3,3,2,0,287,0,0,0,0,0,0,None,0,12,2009,WD,Normal,1003 WILSON AVE,3225.540636698365,11.585246126549855
190,RM,63.0,7627,Pave,None,3,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,2fmCon,2Story,4,6,1920,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,2,3,BrkTil,2,1,1,1,0.0,1,0.0,600.0,600.0,GasA,4,0,SBrkr,1101,600,0,1701,0.0,0.0,2,0,4,2,2,8,7,0,0,None,0.0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,None,0,10,2009,WD,Normal,633 9TH ST,2965.4922097045655,11.456884074086604
90,RM,60.0,7596,Pave,Grvl,3,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,Duplex,2Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,360.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,960.0,960.0,GasA,4,1,SBrkr,960,1000,0,1960,0.0,0.0,2,0,4,2,3,10,7,0,0,Detchd,1952.0,1,2.0,400.0,3,3,0,0,0,0,0,0,0,0,0,None,0,7,2009,COD,Normal,912 GRAND AVE 914,3043.3866520574975,11.732060994886899
60,RM,60.0,3378,Pave,Grvl,3,HLS,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1946,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3,3,1,1,0.0,1,0.0,651.0,651.0,GasA,4,1,SBrkr,707,682,0,1389,0.0,0.0,1,1,3,1,3,6,7,2,4,Detchd,1947.0,1,1.0,240.0,3,3,1,0,0,126,0,0,0,0,0,None,0,9,2009,WD,Normal,509 9TH ST,2796.3522060470614,11.813030057420567
50,RM,56.0,10134,Pave,Grvl,3,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,2,3,1,1,0.0,1,0.0,801.0,801.0,GasA,4,0,SBrkr,801,646,0,1447,0.0,0.0,1,0,3,1,3,6,7,0,0,None,0.0,0,0,0,0,0,0,80,0,244,0,0,0,0,0,None,0,7,2009,WD,Normal,910 BURNETT AVE,2928.929778725538,11.542484267211773
20,RM,60.0,6000,Pave,Pave,3,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,4,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,2,3,1,1,0.0,1,0.0,936.0,936.0,GasA,3,0,SBrkr,936,0,0,936,0.0,0.0,1,0,2,1,3,4,5,0,0,Detchd,1974.0,1,2.0,576.0,3,3,2,0,32,112,0,0,0,0,0,None,0,2,2009,WD,Normal,212 10TH ST 210,3206.138365330414,11.440354772135393
50,RM,50.0,6000,Pave,None,3,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1950,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,5,CBlock,3,3,1,4,384.0,1,0.0,384.0,768.0,GasA,3,1,FuseA,768,560,0,1328,0.0,0.0,1,1,3,1,3,6,7,0,0,Detchd,1950.0,1,1.0,308.0,3,3,2,0,12,0,0,0,0,0,3,None,0,3,2009,WD,Normal,1212 CARROLL AVE,4568.707306468669,11.771436160121729
190,RM,50.0,6000,Pave,None,3,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,811.0,811.0,GasA,3,1,FuseA,811,576,0,1387,0.0,0.0,2,0,3,2,4,7,7,0,0,BuiltIn,1954.0,1,1.0,256.0,3,3,2,0,0,0,0,0,0,0,0,None,0,11,2009,WD,Normal,1228 STAFFORD AVE,4881.2410524331135,11.440354772135393
30,RM,62.0,7404,Pave,None,3,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,2,3,1,1,0.0,1,0.0,861.0,861.0,GasA,3,1,SBrkr,861,0,0,861,0.0,0.0,1,0,2,1,3,5,7,0,0,Detchd,1920.0,1,2.0,288.0,3,3,0,0,0,128,0,0,0,0,0,None,0,11,2009,Oth,Normal,1102 CARROLL AVE,4103.4078982459505,11.289781913656018
30,RM,50.0,5925,Pave,None,3,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,4,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,0,0,0,0,0,0,0,0,0,GasA,2,0,FuseA,612,0,0,612,0,0,1,0,1,1,3,4,7,0,0,Detchd,1965.0,1,1.0,308.0,3,2,0,0,0,25,0,0,0,0,0,None,0,10,2009,WD,Normal,,3071.6646698192453,10.714417768752456
50,RM,50.0,5925,Pave,None,3,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,6,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,600.0,600.0,Grav,2,0,SBrkr,600,368,0,968,0.0,0.0,1,0,2,1,3,6,7,0,0,None,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,None,0,5,2009,WD,Abnorml,1119 MAXWELL AVE,4497.012730424111,10.542706391070517
30,RM,50.0,5784,Pave,None,3,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,8,1938,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,2,3,1,1,0.0,1,0.0,190.0,190.0,GasA,4,1,FuseA,886,0,0,886,0.0,0.0,1,0,2,1,3,4,7,0,0,Attchd,1938.0,1,1.0,273.0,3,3,2,144,20,80,0,0,0,0,0,None,0,12,2009,WD,Normal,926 DUFF AVE,3545.8571165888657,11.421906066583059
30,RM,60.0,8520,Pave,None,3,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1923,1950,Gable,CompShg,Stucco,Stucco,None,0.0,4,3,PConc,2,3,1,1,0.0,1,0.0,624.0,624.0,GasA,3,1,SBrkr,792,0,0,792,0.0,0.0,1,0,2,1,3,5,7,0,0,Detchd,1963.0,1,1.0,287.0,3,3,2,0,0,81,0,0,0,0,2,None,0,2,2009,WD,Normal,911 MAXWELL AVE,3890.6346682784206,11.507912923146684
190,RM,33.0,4456,Pave,None,3,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,736.0,736.0,GasA,4,1,SBrkr,736,716,0,1452,0.0,0.0,2,0,2,3,3,8,7,0,0,None,0.0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,None,0,6,2009,New,Partial,821 WILSON AVE APT 101,2596.408629880237,11.635143097694478
