MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_Ssn_Porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Yr_Sold,Sale_Type,Sale_Condition,SalePrice,address,Dist_from_Center_ft
20,RL,80.0,9605,Pave,None,3,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1218.0,1218.0,GasA,5,1,SBrkr,1218,0,0,1218,0.0,0.0,1,1,3,1,4,6,7,0,0,Detchd,2007.0,2,2.0,576.0,3,3,2,0,178,0,0,0,0,0,0,None,0,4,2009,WD,Normal,159000.0,5406 KANSAS DR,20975.76925288356
20,RL,63.0,7500,Pave,None,3,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,4,1,6,54.0,1,0.0,1087.0,1141.0,GasA,5,1,SBrkr,1141,0,0,1141,1.0,0.0,1,1,3,1,4,6,7,0,0,Detchd,2006.0,2,2.0,484.0,3,3,2,182,0,0,0,0,0,0,0,None,0,6,2009,WD,Normal,152000.0,5416 KANSAS DR,21108.343776938545
20,RL,63.0,7500,Pave,None,3,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1158.0,1158.0,GasA,5,1,SBrkr,1158,0,0,1158,0.0,0.0,1,1,3,1,4,5,7,0,0,None,0.0,0,0,0,0,0,2,0,50,0,0,0,0,0,0,None,0,8,2009,WD,Normal,143500.0,5426 KANSAS DR,21232.229895408836
60,RL,96.0,10628,Pave,None,2,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,4,1,0.0,1,0.0,835.0,835.0,GasA,5,1,SBrkr,871,941,0,1812,0.0,0.0,2,1,3,1,4,8,7,0,0,BuiltIn,2004.0,2,2.0,478.0,3,3,2,146,91,0,0,0,0,0,0,None,0,1,2009,WD,Normal,193000.0,5404 MARYLAND ST,20872.587963896203
20,RL,76.0,10141,Pave,None,2,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,8,5,2004,2004,Gable,Tar&Grv,VinylSd,VinylSd,BrkFace,264.0,4,3,PConc,4,3,4,4,516.0,3,774.0,222.0,1512.0,GasA,5,1,SBrkr,1512,0,0,1512,0.0,0.0,2,0,3,1,4,6,7,0,0,Attchd,2004.0,2,3.0,845.0,3,3,2,210,36,0,0,0,0,0,0,None,0,1,2009,WD,Normal,203000.0,5412 MARYLAND ST,20952.835671142748
20,RL,67.0,10083,Pave,None,3,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,833.0,1,0.0,343.0,1176.0,GasA,5,1,SBrkr,1200,0,0,1200,1.0,0.0,2,0,2,1,4,5,7,0,0,Attchd,2003.0,2,2.0,555.0,3,3,2,0,41,0,0,0,0,0,0,None,0,8,2009,WD,Normal,184900.0,5429 TENNESSEE ST,21089.276375688125
20,RL,63.0,13072,Pave,None,3,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1114.0,1114.0,GasA,5,1,SBrkr,1114,0,0,1114,0.0,0.0,1,1,3,1,4,6,7,0,0,Detchd,2005.0,1,2.0,576.0,3,3,2,248,102,0,0,0,0,0,0,None,0,5,2009,WD,Normal,159000.0,5425 KANSAS DR,21221.487247545854
20,RL,63.0,13072,Pave,None,3,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1114.0,1114.0,GasA,5,1,SBrkr,1114,0,0,1114,0.0,0.0,1,1,3,1,4,6,7,0,0,None,0.0,0,0,0,0,0,2,0,39,0,0,0,0,0,0,None,0,8,2009,WD,Normal,142000.0,5325 KANSAS DR,20909.70263672906
20,RL,60.0,12450,Pave,None,3,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,6,836.0,1,0.0,278.0,1114.0,GasA,5,1,SBrkr,1114,0,0,1114,1.0,0.0,2,0,3,1,4,6,7,0,0,Detchd,2004.0,1,2.0,576.0,3,3,2,0,42,0,0,0,0,0,0,None,0,6,2009,WD,Normal,153000.0,5305 KANSAS DR,20653.7675903071
20,RL,61.0,7328,Pave,None,3,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1450.0,1450.0,GasA,5,1,SBrkr,1450,0,0,1450,0.0,0.0,2,0,2,1,4,6,7,0,0,Attchd,2008.0,2,3.0,788.0,3,3,2,0,93,0,0,0,0,0,0,None,0,2,2009,New,Partial,224243.0,5308 KANSAS DR,20667.158199580444
60,RL,43.0,11492,Pave,None,2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,132.0,4,3,PConc,4,3,1,6,637.0,1,0.0,276.0,913.0,GasA,5,1,SBrkr,913,1209,0,2122,1.0,0.0,2,1,4,1,4,8,7,1,3,Attchd,1997.0,2,2.0,559.0,3,3,2,0,74,0,0,0,0,0,0,None,0,4,2009,WD,Normal,220000.0,5229 NEVADA CIR,20613.849066132538
20,RL,88.0,10994,Pave,None,2,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,366.0,4,3,PConc,4,4,1,6,976.0,1,0.0,868.0,1844.0,GasA,5,1,SBrkr,1844,0,0,1844,1.0,0.0,2,0,2,1,4,7,7,1,4,Attchd,2005.0,3,2.0,620.0,3,3,2,165,44,0,0,0,0,0,0,None,0,9,2009,COD,Abnorml,257000.0,1340 CALIFORNIA AVE,20703.67453972847
20,RL,65.0,8529,Pave,None,2,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,20.0,1,0.0,1434.0,1454.0,GasA,5,1,SBrkr,1434,0,0,1434,0.0,0.0,2,0,3,1,4,6,7,1,3,Attchd,2001.0,2,2.0,527.0,3,3,2,290,39,0,0,0,0,0,0,None,0,4,2009,WD,Normal,189000.0,1516 NEBRASKA AVE,20156.51607776879
60,RL,70.0,7703,Pave,None,3,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,4,PConc,4,4,1,6,52.0,3,364.0,400.0,816.0,GasA,5,1,SBrkr,833,897,0,1730,0.0,0.0,2,1,3,1,4,6,7,0,0,Attchd,1992.0,2,2.0,528.0,3,3,2,0,91,0,0,168,0,0,0,None,0,11,2009,WD,Normal,171500.0,1505 KENTUCKY AVE,19962.033736231813
160,RL,75.0,10762,Pave,None,3,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,1,1,0.0,1,0.0,626.0,626.0,GasA,3,1,SBrkr,626,591,0,1217,0.0,0.0,1,1,3,1,3,6,7,1,3,Attchd,1980.0,2,1.0,288.0,3,3,2,0,28,0,0,0,0,0,0,None,0,4,2009,WD,Normal,120000.0,1302 INDIANA AVE,19261.293949866562
120,RL,50.0,7175,Pave,None,3,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,CompShg,Plywood,ImStucc,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1332.0,1332.0,GasA,4,1,SBrkr,1332,0,0,1332,0.0,0.0,2,0,2,1,4,5,7,0,0,Attchd,1990.0,2,2.0,542.0,3,3,2,0,60,0,0,0,0,0,0,None,0,2,2009,WD,Normal,145000.0,1408 INDIANA AVE,19341.543455091974
60,RL,70.0,9109,Pave,None,3,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,7,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,2,36.0,6,596.0,122.0,754.0,GasA,5,1,SBrkr,754,786,0,1540,1.0,0.0,2,1,3,1,4,6,7,0,0,Attchd,1994.0,2,2.0,495.0,3,3,2,140,32,0,0,0,0,0,0,None,0,10,2009,WD,Normal,184000.0,5103 KANSAS DR,20050.99183720321
60,RL,67.0,10274,Pave,None,2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,7,1986,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,141.0,3,4,CBlock,4,3,1,3,331.0,1,0.0,345.0,676.0,GasA,3,1,SBrkr,698,702,0,1400,0.0,0.0,2,1,3,1,3,6,7,0,0,Attchd,1986.0,2,2.0,465.0,3,3,2,0,48,0,0,0,0,0,0,None,0,7,2009,WD,Normal,162000.0,1510 ILLINOIS AVE,19101.490774835143
90,RL,75.0,8250,Pave,None,3,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,2Story,6,7,1981,1981,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,Slab,0,0,0,0,0,0,0,0,0,GasA,3,1,SBrkr,964,918,0,1882,0,0,2,0,4,2,3,8,7,2,3,Attchd,1981.0,1,2.0,612.0,3,3,2,0,0,0,0,0,0,0,0,None,0,5,2009,WD,Normal,160000.0,1404 IDAHO AVE,18746.547991595227
20,RH,60.0,8400,Pave,None,3,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,None,0.0,2,2,CBlock,3,2,1,1,0.0,1,0.0,721.0,721.0,GasA,4,1,SBrkr,841,0,0,841,0.0,0.0,1,0,2,1,3,4,7,0,0,CarPort,1950.0,1,1.0,294.0,3,3,0,250,0,24,0,0,0,0,0,None,0,9,2009,WD,Normal,82000.0,1515 NORTH DAKOTA AVE,17656.95470460135
45,RH,60.0,9000,Pave,None,3,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1.5Unf,6,3,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,2,1,1,0.0,1,0.0,784.0,784.0,GasA,3,0,FuseA,784,0,0,784,0.0,0.0,1,0,2,1,3,5,7,0,0,Detchd,1950.0,1,2.0,360.0,2,2,0,0,0,91,0,0,0,0,0,None,0,10,2009,WD,Normal,76000.0,4603 HUTCHISON ST,17903.049724308956
20,RL,63.0,9750,Pave,None,2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,1,2,68.0,4,884.0,28.0,980.0,GasA,4,1,SBrkr,980,0,0,980,1.0,0.0,1,0,3,1,3,5,7,0,0,Detchd,1969.0,1,2.0,400.0,3,3,2,0,28,0,0,0,0,0,3,None,0,11,2009,WD,Normal,110000.0,1337 ARIZONA AVE,16848.073538044224
20,RL,71.0,7064,Pave,None,3,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,153.0,3,3,CBlock,3,3,1,4,560.0,1,0.0,420.0,980.0,GasA,3,1,SBrkr,980,0,0,980,0.0,0.0,1,0,3,1,3,6,7,0,0,Detchd,1986.0,1,2.0,484.0,3,3,2,192,0,0,0,0,0,0,0,None,0,7,2009,WD,Normal,135000.0,1310 WOODSTOCK AVE,16895.520297459185
20,RL,72.0,8499,Pave,None,2,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,6,660.0,1,0.0,204.0,864.0,GasA,5,1,SBrkr,864,0,0,864,1.0,0.0,1,0,3,1,3,5,7,0,0,Detchd,1982.0,1,2.0,732.0,3,3,2,0,312,0,0,0,0,0,0,None,0,6,2009,WD,Normal,141000.0,4133 ONTARIO ST,16453.507728409022
20,RL,72.0,9079,Pave,None,2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1961,1961,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,3,CBlock,3,3,1,4,864.0,1,0.0,0.0,864.0,GasA,3,1,SBrkr,864,0,0,864,0.0,0.0,1,0,2,1,3,5,7,0,0,Attchd,1961.0,1,1.0,440.0,3,3,2,158,0,0,0,0,0,0,0,None,0,7,2009,WD,Normal,122000.0,1332 ARIZONA AVE,16652.86476196679
20,RL,72.0,9316,Pave,None,2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,1,3,544.0,1,0.0,480.0,1024.0,GasA,4,1,SBrkr,1020,0,0,1020,0.0,0.0,2,0,3,1,3,5,7,0,0,Attchd,1965.0,1,1.0,288.0,3,3,2,171,0,0,0,0,0,0,3,None,0,5,2009,Oth,Family,124100.0,1320 GARFIELD AVE,14942.868771770261
20,RL,72.0,7791,Pave,None,2,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1963,1995,Gable,CompShg,Plywood,Plywood,None,0.0,4,4,CBlock,3,3,1,5,624.0,1,0.0,288.0,912.0,GasA,5,1,SBrkr,912,0,0,912,1.0,0.0,1,0,3,1,4,6,7,0,0,Attchd,1963.0,2,1.0,300.0,3,3,2,0,0,0,0,0,0,0,2,None,0,10,2009,WD,Normal,129000.0,3805 TORONTO ST,15127.356483245523
20,RL,80.0,10000,Pave,None,3,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1983,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,4,594.0,1,0.0,270.0,864.0,GasA,5,1,SBrkr,1144,0,0,1144,1.0,0.0,1,0,3,1,3,6,7,1,3,Attchd,1961.0,2,1.0,264.0,3,3,2,165,0,0,0,0,0,0,2,Shed,400,3,2009,WD,Normal,131400.0,1304 ALBERTA AVE,15926.421072009638
20,RL,60.0,8281,Pave,None,2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,553.0,4,311.0,0.0,864.0,GasA,4,1,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,3,5,7,1,1,Detchd,1965.0,1,1.0,360.0,3,3,2,0,0,236,0,0,0,0,2,None,0,12,2009,WD,Normal,62383.0,1313 GARFIELD AVE,15118.958986080685
20,RL,65.0,7150,Pave,None,3,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,60.0,3,3,CBlock,3,3,1,2,140.0,4,590.0,182.0,912.0,GasA,4,1,SBrkr,912,0,0,912,0.0,1.0,1,0,3,1,3,6,7,0,0,Attchd,1962.0,1,1.0,252.0,3,3,2,0,0,0,0,0,0,0,0,None,0,10,2009,WD,Normal,123000.0,3825 ONTARIO ST,15322.8538139631
20,RL,80.0,15676,Pave,None,2,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,8,1980,1980,Gable,CompShg,VinylSd,VinylSd,BrkFace,115.0,4,4,CBlock,4,4,4,5,1733.0,3,92.0,189.0,2014.0,GasA,4,1,SBrkr,2014,0,0,2014,1.0,0.0,2,0,2,1,4,6,3,2,4,Attchd,1980.0,2,3.0,864.0,3,3,2,462,0,0,255,0,0,0,3,None,0,4,2009,WD,Normal,275000.0,1616 AMHERST DR,12747.092899077907
60,RL,89.0,11949,Pave,None,3,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,8,1991,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,4,4,PConc,4,3,1,6,601.0,5,216.0,158.0,975.0,GasA,5,1,SBrkr,975,780,0,1755,0.0,1.0,2,1,3,1,4,7,7,1,3,Attchd,1991.0,1,2.0,524.0,3,3,2,502,60,0,0,0,0,0,4,None,0,7,2009,WD,Normal,235000.0,2614 SOUTHRIDGE CIR,12721.009342904186
160,FV,32.0,2880,Pave,Pave,3,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1376.0,1376.0,GasA,5,1,SBrkr,1376,1629,0,3005,0.0,0.0,2,1,3,1,4,9,4,1,3,BuiltIn,2004.0,3,3.0,704.0,3,3,2,0,177,0,0,0,0,0,0,None,0,7,2009,WD,Normal,280750.0,2819 BRISTOL DR,12411.98361824686
160,FV,40.0,3951,Pave,Pave,3,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,4,3,PConc,4,3,3,1,0.0,1,0.0,612.0,612.0,GasA,5,1,SBrkr,612,612,0,1224,0.0,0.0,2,1,2,1,4,4,7,0,0,Detchd,2009.0,2,2.0,528.0,3,3,2,0,234,0,0,0,0,0,0,None,0,6,2009,New,Partial,164500.0,2716 NORTHRIDGE PKWY,12266.624906378252
160,FV,30.0,3000,Pave,Pave,3,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,4,3,PConc,4,3,3,6,294.0,1,0.0,318.0,612.0,GasA,5,1,SBrkr,612,612,0,1224,0.0,0.0,2,1,2,1,4,4,7,0,0,Detchd,2009.0,2,2.0,528.0,3,3,2,0,234,0,0,0,0,0,0,None,0,6,2009,New,Partial,173733.0,,12252.887145091869
120,FV,72.5,3830,Pave,Pave,2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,280.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1726.0,1726.0,GasA,5,1,SBrkr,1726,0,0,1726,0.0,0.0,2,1,2,1,4,6,7,1,4,Attchd,2008.0,3,2.0,561.0,3,3,2,0,254,0,0,0,0,0,0,None,0,1,2009,New,Partial,222000.0,2805 BRISTOL DR,12180.063316680413
120,FV,72.5,4217,Pave,Pave,2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,252.0,4,3,PConc,4,3,1,6,962.0,1,0.0,183.0,1145.0,GasA,5,1,SBrkr,1256,0,0,1256,1.0,0.0,1,1,1,1,4,5,7,1,4,Attchd,2008.0,3,2.0,641.0,3,3,2,0,169,0,0,0,0,0,0,None,0,3,2009,WD,Normal,195000.0,2803 BRISTOL DR,12134.663597604687
160,FV,34.0,3230,Pave,Pave,3,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,3,3,PConc,4,3,1,6,381.0,1,0.0,348.0,729.0,GasA,4,1,SBrkr,742,729,0,1471,0.0,0.0,2,1,3,1,3,6,7,0,0,Detchd,1999.0,1,2.0,440.0,3,3,2,0,24,0,0,0,0,0,0,None,0,3,2009,WD,Normal,172500.0,2723 BRISTOL DR,12069.231353559604
160,FV,34.0,2998,Pave,None,3,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,4,3,PConc,4,3,1,6,507.0,1,0.0,249.0,756.0,GasA,5,1,SBrkr,756,756,0,1512,1.0,0.0,2,1,2,1,4,4,7,0,0,Detchd,2000.0,1,2.0,440.0,3,3,2,0,32,0,0,0,0,0,0,None,0,8,2009,WD,Normal,180000.0,2721 HAMPTON ST,11772.144425185452
160,FV,35.0,3768,Pave,None,3,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,4,3,PConc,4,3,1,6,549.0,1,0.0,142.0,691.0,GasA,5,1,SBrkr,713,739,0,1452,1.0,0.0,2,1,3,1,4,6,7,0,0,Detchd,1999.0,1,2.0,506.0,3,3,2,0,34,0,0,0,0,0,0,None,0,9,2009,WD,Normal,156000.0,2508 EATON AVE,11684.5093420771
160,FV,24.0,2645,Pave,Pave,3,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4,3,1,6,649.0,1,0.0,321.0,970.0,GasA,5,1,SBrkr,983,756,0,1739,1.0,0.0,2,1,3,1,4,7,7,0,0,Attchd,1999.0,3,2.0,480.0,3,3,2,115,0,0,0,0,0,0,0,None,0,8,2009,WD,Abnorml,172500.0,2510 BRISTOL DR,11303.196328548127
20,RL,80.0,14694,Pave,None,2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,9,1977,2008,Gable,CompShg,MetalSd,MetalSd,BrkFace,450.0,5,5,CBlock,4,4,4,6,1252.0,5,136.0,306.0,1694.0,GasA,5,1,SBrkr,1694,0,0,1694,1.0,0.0,2,0,2,1,5,5,7,1,4,Attchd,1977.0,3,2.0,642.0,3,3,2,501,120,0,225,0,0,0,0,None,0,6,2009,WD,Normal,318750.0,2816 GREENSBORO DR,11162.13567357591
120,RL,61.0,3782,Pave,None,2,Lvl,AllPub,CulDSac,Gtl,Greens,Norm,Norm,TwnhsE,1Story,8,5,1981,1981,Gable,CompShg,Wd Sdng,Plywood,None,0.0,4,3,CBlock,4,3,4,6,960.0,1,0.0,266.0,1226.0,GasA,3,1,SBrkr,1226,0,0,1226,1.0,0.0,1,0,1,1,4,4,7,2,3,Attchd,1981.0,3,2.0,484.0,3,3,2,133,78,0,0,0,0,0,0,None,0,9,2009,WD,Normal,211500.0,2024 PINEHURST DR,11365.420446064278
20,RL,110.0,15417,Pave,None,3,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,7,5,1981,1981,Gable,CompShg,BrkFace,BrkFace,None,0.0,4,3,CBlock,4,3,2,2,121.0,1,0.0,1619.0,1740.0,GasA,3,1,SBrkr,1740,0,0,1740,0.0,0.0,1,1,2,1,4,7,7,0,0,Attchd,1981.0,2,2.0,540.0,3,3,2,228,20,218,0,0,0,0,0,None,0,6,2009,WD,Normal,241600.0,2818 TORREY PINES RD,10731.49815392303
80,RL,80.0,9600,Pave,None,3,Low,AllPub,FR2,Mod,Veenker,Feedr,Norm,1Fam,SLvl,8,5,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,4,4,CBlock,3,3,1,1,0.0,1,0.0,392.0,392.0,GasA,5,1,SBrkr,1487,1012,0,2499,0.0,0.0,2,1,4,1,3,5,7,1,4,Attchd,1976.0,1,2.0,527.0,3,3,2,0,64,0,0,0,0,0,0,None,0,1,2009,WD,Abnorml,180500.0,2112 TORREY PINES RD,10637.452451032812
20,RL,72.0,9991,Pave,None,2,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1976,1993,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,4,1116.0,1,0.0,165.0,1281.0,GasA,5,1,SBrkr,1620,0,0,1620,1.0,0.0,2,0,3,1,3,8,6,1,3,Attchd,1993.0,1,2.0,490.0,3,3,2,120,78,0,0,0,0,0,2,None,0,6,2009,WD,Normal,150000.0,1306 IOWA CIR,12245.960148059674
60,RL,78.0,11700,Pave,None,3,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,298.0,1,0.0,429.0,727.0,GasA,5,1,SBrkr,829,727,0,1556,0.0,0.0,1,1,4,1,3,8,7,0,0,Attchd,1968.0,1,2.0,441.0,3,3,2,0,0,0,0,0,0,0,0,None,0,5,2009,WD,Normal,154000.0,2603 EISENHOWER AVE,10467.253466285501
20,RL,80.0,11717,Pave,None,2,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,1Story,6,6,1970,1970,Hip,CompShg,HdBoard,HdBoard,BrkFace,571.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1442.0,1442.0,GasA,3,1,SBrkr,1442,0,0,1442,0.0,0.0,2,0,2,1,3,6,7,1,3,Attchd,1970.0,2,2.0,615.0,3,3,2,371,0,0,0,0,0,0,0,None,0,2,2009,WD,Normal,185000.0,2638 CLEVELAND DR,10373.004130533278
20,RL,80.0,9156,Pave,None,2,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,7,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1489.0,1489.0,GasA,4,1,SBrkr,1489,0,0,1489,0.0,0.0,2,0,3,1,4,7,7,1,4,Attchd,1968.0,2,2.0,462.0,3,3,2,0,0,0,0,0,0,0,0,None,0,8,2009,WD,Normal,185750.0,2753 CLEVELAND DR,10630.410150295109
