order_id,PID,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_Ssn_Porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Yr_Sold,Sale_Type,Sale_Condition,SalePrice,longitude,lattitude,address
532,0528490040,020,FV,68.0,8736,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,771.0,ALQ,360.0,422.0,1553.0,GasA,Ex,Y,SBrkr,1553,0,0,1553,1.0,0.0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2003.0,RFn,2.0,588.0,TA,TA,Y,192,88,0,0,0,0,NA,NA,NA,0,8,2009,WD ,Normal,234500,-24.050681885103547,46.925596550236506,2404 CLAYTON DR
533,0528490070,060,FV,65.0,8127,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,410.0,Unf,0.0,402.0,812.0,GasA,Ex,Y,SBrkr,812,841,0,1653,1.0,0.0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,2003.0,RFn,2.0,628.0,TA,TA,Y,0,45,0,0,0,0,NA,NA,NA,0,3,2009,WD ,Normal,209000,-24.050172257644377,46.924091282517146,2318 CLAYTON DR
534,0531363010,020,RL,80.0,9605,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1218.0,1218.0,GasA,Ex,Y,SBrkr,1218,0,0,1218,0.0,0.0,1,1,3,1,Gd,6,Typ,0,NA,Detchd,2007.0,RFn,2.0,576.0,TA,TA,Y,0,178,0,0,0,0,NA,NA,NA,0,4,2009,WD ,Normal,159000,-24.17080762819924,46.98783671138041,5406 KANSAS DR
535,0531363030,020,RL,63.0,7500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,GLQ,54.0,Unf,0.0,1087.0,1141.0,GasA,Ex,Y,SBrkr,1141,0,0,1141,1.0,0.0,1,1,3,1,Gd,6,Typ,0,NA,Detchd,2006.0,RFn,2.0,484.0,TA,TA,Y,182,0,0,0,0,0,NA,NA,NA,0,6,2009,WD ,Normal,152000,-24.171393452727436,46.988698194258305,5416 KANSAS DR
536,0531363050,020,RL,63.0,7500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1158.0,1158.0,GasA,Ex,Y,SBrkr,1158,0,0,1158,0.0,0.0,1,1,3,1,Gd,5,Typ,0,NA,NA,,NA,0.0,0.0,NA,NA,Y,0,50,0,0,0,0,NA,NA,NA,0,8,2009,WD ,Normal,143500,-24.171941175434995,46.98950309267242,5426 KANSAS DR
537,0531369010,060,RL,96.0,10628,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,835.0,835.0,GasA,Ex,Y,SBrkr,871,941,0,1812,0.0,0.0,2,1,3,1,Gd,8,Typ,0,NA,BuiltIn,2004.0,RFn,2.0,478.0,TA,TA,Y,146,91,0,0,0,0,NA,NA,NA,0,1,2009,WD ,Normal,193000,-24.176349468795376,46.985738928832326,5404 MARYLAND ST
538,0531369020,020,RL,76.0,10141,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,8,5,2004,2004,Gable,Tar&Grv,VinylSd,VinylSd,BrkFace,264.0,Gd,TA,PConc,Gd,TA,Gd,BLQ,516.0,Rec,774.0,222.0,1512.0,GasA,Ex,Y,SBrkr,1512,0,0,1512,0.0,0.0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2004.0,RFn,3.0,845.0,TA,TA,Y,210,36,0,0,0,0,NA,NA,NA,0,1,2009,WD ,Normal,203000,-24.176762286955466,46.986244111207526,5412 MARYLAND ST
539,0531371050,020,RL,67.0,10083,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,No,GLQ,833.0,Unf,0.0,343.0,1176.0,GasA,Ex,Y,SBrkr,1200,0,0,1200,1.0,0.0,2,0,2,1,Gd,5,Typ,0,NA,Attchd,2003.0,RFn,2.0,555.0,TA,TA,Y,0,41,0,0,0,0,NA,NA,NA,0,8,2009,WD ,Normal,184900,-24.179012595492434,46.986710221656764,5429 TENNESSEE ST
540,0531375040,020,RL,63.0,13072,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1114.0,1114.0,GasA,Ex,Y,SBrkr,1114,0,0,1114,0.0,0.0,1,1,3,1,Gd,6,Typ,0,NA,Detchd,2005.0,Unf,2.0,576.0,TA,TA,Y,248,102,0,0,0,0,NA,NA,NA,0,5,2009,WD ,Normal,159000,-24.169670721105053,46.989931358000135,5425 KANSAS DR
541,0531375090,020,RL,63.0,13072,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1114.0,1114.0,GasA,Ex,Y,SBrkr,1114,0,0,1114,0.0,0.0,1,1,3,1,Gd,6,Typ,0,NA,NA,,NA,0.0,0.0,NA,NA,Y,0,39,0,0,0,0,NA,NA,NA,0,8,2009,WD ,Normal,142000,-24.168290914397357,46.9879028615694,5325 KANSAS DR
542,0531375130,020,RL,60.0,12450,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,836.0,Unf,0.0,278.0,1114.0,GasA,Ex,Y,SBrkr,1114,0,0,1114,1.0,0.0,2,0,3,1,Gd,6,Typ,0,NA,Detchd,2004.0,Unf,2.0,576.0,TA,TA,Y,0,42,0,0,0,0,NA,NA,NA,0,6,2009,WD ,Normal,153000,-24.167160181222727,46.98623696069765,5305 KANSAS DR
543,0531376090,020,RL,61.0,7328,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1450.0,1450.0,GasA,Ex,Y,SBrkr,1450,0,0,1450,0.0,0.0,2,0,2,1,Gd,6,Typ,0,NA,Attchd,2008.0,RFn,3.0,788.0,TA,TA,Y,0,93,0,0,0,0,NA,NA,NA,0,2,2009,New,Partial,224243,-24.16944494997271,46.98583082908144,5308 KANSAS DR
544,0531379050,060,RL,43.0,11492,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,132.0,Gd,TA,PConc,Gd,TA,No,GLQ,637.0,Unf,0.0,276.0,913.0,GasA,Ex,Y,SBrkr,913,1209,0,2122,1.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1997.0,RFn,2.0,559.0,TA,TA,Y,0,74,0,0,0,0,NA,NA,NA,0,4,2009,WD ,Normal,220000,-24.17022092179049,46.98525421858449,5229 NEVADA CIR
545,0531382070,020,RL,88.0,10994,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,366.0,Gd,TA,PConc,Gd,Gd,No,GLQ,976.0,Unf,0.0,868.0,1844.0,GasA,Ex,Y,SBrkr,1844,0,0,1844,1.0,0.0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2.0,620.0,TA,TA,Y,165,44,0,0,0,0,NA,NA,NA,0,9,2009,COD,Abnorml,257000,-24.175424944189867,46.98468918727818,1340 CALIFORNIA AVE
546,0531385020,020,RL,65.0,8529,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,20.0,Unf,0.0,1434.0,1454.0,GasA,Ex,Y,SBrkr,1434,0,0,1434,0.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,2.0,527.0,TA,TA,Y,290,39,0,0,0,0,NA,NA,NA,0,4,2009,WD ,Normal,189000,-24.167290970628773,46.98248839756685,1516 NEBRASKA AVE
547,0531450120,060,RL,70.0,7703,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,52.0,Rec,364.0,400.0,816.0,GasA,Ex,Y,SBrkr,833,897,0,1730,0.0,0.0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,1992.0,RFn,2.0,528.0,TA,TA,Y,0,91,0,0,168,0,NA,NA,NA,0,11,2009,WD ,Normal,171500,-24.169131746320172,46.98060732203287,1505 KENTUCKY AVE
548,0531452010,160,RL,75.0,10762,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,626.0,626.0,GasA,TA,Y,SBrkr,626,591,0,1217,0.0,0.0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1980.0,RFn,1.0,288.0,TA,TA,Y,0,28,0,0,0,0,NA,NA,NA,0,4,2009,WD ,Normal,120000,-24.17113739509492,46.97482794746722,1302 INDIANA AVE
549,0531452070,120,RL,50.0,7175,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,CompShg,Plywood,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1332.0,1332.0,GasA,Gd,Y,SBrkr,1332,0,0,1332,0.0,0.0,2,0,2,1,Gd,5,Typ,0,NA,Attchd,1990.0,RFn,2.0,542.0,TA,TA,Y,0,60,0,0,0,0,NA,NA,NA,0,2,2009,WD ,Normal,145000,-24.168317943339613,46.97612633960013,1408 INDIANA AVE
550,0531452260,060,RL,70.0,9109,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,7,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,LwQ,36.0,GLQ,596.0,122.0,754.0,GasA,Ex,Y,SBrkr,754,786,0,1540,1.0,0.0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,1994.0,RFn,2.0,495.0,TA,TA,Y,140,32,0,0,0,0,NA,NA,NA,0,10,2009,WD ,Normal,184000,-24.164362970333105,46.982340874395554,5103 KANSAS DR
551,0531453100,060,RL,,10274,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,7,1986,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,141.0,TA,Gd,CBlock,Gd,TA,No,Rec,331.0,Unf,0.0,345.0,676.0,GasA,TA,Y,SBrkr,698,702,0,1400,0.0,0.0,2,1,3,1,TA,6,Typ,0,NA,Attchd,1986.0,RFn,2.0,465.0,TA,TA,Y,0,48,0,0,0,0,NA,NA,NA,0,7,2009,WD ,Normal,162000,-24.163444132571545,46.975446899201856,1510 ILLINOIS AVE
552,0531475220,090,RL,75.0,8250,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,2Story,6,7,1981,1981,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,Slab,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,GasA,TA,Y,SBrkr,964,918,0,1882,0.0,0.0,2,0,4,2,TA,8,Typ,2,TA,Attchd,1981.0,Unf,2.0,612.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2009,WD ,Normal,160000,-24.165007486424084,46.972427473924526,1404 IDAHO AVE
553,0531477020,020,RH,60.0,8400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,721.0,721.0,GasA,Gd,Y,SBrkr,841,0,0,841,0.0,0.0,1,0,2,1,TA,4,Typ,0,NA,CarPort,1950.0,Unf,1.0,294.0,TA,TA,N,250,0,24,0,0,0,NA,NA,NA,0,9,2009,WD ,Normal,82000,-24.1548321291338,46.9665165300107,1515 NORTH DAKOTA AVE
554,0531479020,045,RH,60.0,9000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1.5Unf,6,3,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,784.0,784.0,GasA,TA,N,FuseA,784,0,0,784,0.0,0.0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1950.0,Unf,2.0,360.0,Fa,Fa,N,0,0,91,0,0,0,NA,NA,NA,0,10,2009,WD ,Normal,76000,-24.16084954834249,46.967050636665526,4603 HUTCHISON ST
555,0532353020,020,RL,63.0,9750,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,68.0,BLQ,884.0,28.0,980.0,GasA,Gd,Y,SBrkr,980,0,0,980,1.0,0.0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1969.0,Unf,2.0,400.0,TA,TA,Y,0,28,0,0,0,0,NA,MnPrv,NA,0,11,2009,WD ,Normal,110000,-24.152795928878152,46.96092406363148,1337 ARIZONA AVE
556,0532353130,020,RL,71.0,7064,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,153.0,TA,TA,CBlock,TA,TA,No,BLQ,560.0,Unf,0.0,420.0,980.0,GasA,TA,Y,SBrkr,980,0,0,980,0.0,0.0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1986.0,Unf,2.0,484.0,TA,TA,Y,192,0,0,0,0,0,NA,NA,NA,0,7,2009,WD ,Normal,135000,-24.155594584229412,46.960681487908396,1310 WOODSTOCK AVE
557,0532354160,020,RL,,8499,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,660.0,Unf,0.0,204.0,864.0,GasA,Ex,Y,SBrkr,864,0,0,864,1.0,0.0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1982.0,Unf,2.0,732.0,TA,TA,Y,0,312,0,0,0,0,NA,NA,NA,0,6,2009,WD ,Normal,141000,-24.154295128214056,46.95766320486144,4133 ONTARIO ST
558,0532354230,020,RL,,9079,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1961,1961,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,864.0,Unf,0.0,0.0,864.0,GasA,TA,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,2,1,TA,5,Typ,0,NA,Attchd,1961.0,Unf,1.0,440.0,TA,TA,Y,158,0,0,0,0,0,NA,NA,NA,0,7,2009,WD ,Normal,122000,-24.15229895698211,46.95957553987642,1332 ARIZONA AVE
559,0532376070,020,RL,,9316,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,544.0,Unf,0.0,480.0,1024.0,GasA,Gd,Y,SBrkr,1020,0,0,1020,0.0,0.0,2,0,3,1,TA,5,Typ,0,NA,Attchd,1965.0,Unf,1.0,288.0,TA,TA,Y,171,0,0,0,0,0,NA,MnPrv,NA,0,5,2009,Oth,Family,124100,-24.14359020454841,46.94863625990441,1320 GARFIELD AVE
560,0532376110,020,RL,,7791,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1963,1995,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,624.0,Unf,0.0,288.0,912.0,GasA,Ex,Y,SBrkr,912,0,0,912,1.0,0.0,1,0,3,1,Gd,6,Typ,0,NA,Attchd,1963.0,RFn,1.0,300.0,TA,TA,Y,0,0,0,0,0,0,NA,GdWo,NA,0,10,2009,WD ,Normal,129000,-24.142805400328797,46.950143250589335,3805 TORONTO ST
561,0532377130,020,RL,80.0,10000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1983,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,594.0,Unf,0.0,270.0,864.0,GasA,Ex,Y,SBrkr,1144,0,0,1144,1.0,0.0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1961.0,RFn,1.0,264.0,TA,TA,Y,165,0,0,0,0,0,NA,GdWo,Shed,400,3,2009,WD ,Normal,131400,-24.1513972414258,46.954356662093595,1304 ALBERTA AVE
562,0532378120,020,RL,60.0,8281,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,553.0,BLQ,311.0,0.0,864.0,GasA,Gd,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,TA,5,Typ,1,Po,Detchd,1965.0,Unf,1.0,360.0,TA,TA,Y,0,0,236,0,0,0,NA,GdWo,NA,0,12,2009,WD ,Normal,62383,-24.145262746178044,46.94961552988254,1313 GARFIELD AVE
563,0532378180,020,RL,65.0,7150,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,60.0,TA,TA,CBlock,TA,TA,No,LwQ,140.0,BLQ,590.0,182.0,912.0,GasA,Gd,Y,SBrkr,912,0,0,912,0.0,1.0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1962.0,Unf,1.0,252.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,10,2009,WD ,Normal,123000,-24.147724899211056,46.95063409907089,3825 ONTARIO ST
564,0532478020,020,RL,,15676,Pave,NA,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,8,1980,1980,Gable,CompShg,VinylSd,VinylSd,BrkFace,115.0,Gd,Gd,CBlock,Gd,Gd,Gd,ALQ,1733.0,Rec,92.0,189.0,2014.0,GasA,Gd,Y,SBrkr,2014,0,0,2014,1.0,0.0,2,0,2,1,Gd,6,Maj1,2,Gd,Attchd,1980.0,RFn,3.0,864.0,TA,TA,Y,462,0,0,255,0,0,NA,MnPrv,NA,0,4,2009,WD ,Normal,275000,-24.12191718962634,46.93585717684645,1616 AMHERST DR
565,0533135020,060,RL,,11949,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,8,1991,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,Gd,PConc,Gd,TA,No,GLQ,601.0,ALQ,216.0,158.0,975.0,GasA,Ex,Y,SBrkr,975,780,0,1755,0.0,1.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1991.0,Unf,2.0,524.0,TA,TA,Y,502,60,0,0,0,0,NA,GdPrv,NA,0,7,2009,WD ,Normal,235000,-24.07584601358291,46.93482118158353,2614 SOUTHRIDGE CIR
566,0533206020,160,FV,32.0,2880,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1376.0,1376.0,GasA,Ex,Y,SBrkr,1376,1629,0,3005,0.0,0.0,2,1,3,1,Gd,9,Mod,1,TA,BuiltIn,2004.0,Fin,3.0,704.0,TA,TA,Y,0,177,0,0,0,0,NA,NA,NA,0,7,2009,WD ,Normal,280750,-24.070532699758534,46.93172945472391,2819 BRISTOL DR
567,0533210010,160,FV,40.0,3951,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,612.0,612.0,GasA,Ex,Y,SBrkr,612,612,0,1224,0.0,0.0,2,1,2,1,Gd,4,Typ,0,NA,Detchd,2009.0,RFn,2.0,528.0,TA,TA,Y,0,234,0,0,0,0,NA,NA,NA,0,6,2009,New,Partial,164500,-24.06650989847568,46.9299007230588,2716 NORTHRIDGE PKWY
568,0533210020,160,FV,30.0,3000,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,GLQ,294.0,Unf,0.0,318.0,612.0,GasA,Ex,Y,SBrkr,612,612,0,1224,0.0,0.0,2,1,2,1,Gd,4,Typ,0,NA,Detchd,2009.0,RFn,2.0,528.0,TA,TA,Y,0,234,0,0,0,0,NA,NA,NA,0,6,2009,New,Partial,173733,-24.066234448458825,46.92974315544154,
569,0533213010,120,FV,,3830,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,280.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1726.0,1726.0,GasA,Ex,Y,SBrkr,1726,0,0,1726,0.0,0.0,2,1,2,1,Gd,6,Typ,1,Gd,Attchd,2008.0,Fin,2.0,561.0,TA,TA,Y,0,254,0,0,0,0,NA,NA,NA,0,1,2009,New,Partial,222000,-24.07101933495081,46.93011523270348,2805 BRISTOL DR
570,0533213020,120,FV,,4217,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,252.0,Gd,TA,PConc,Gd,TA,No,GLQ,962.0,Unf,0.0,183.0,1145.0,GasA,Ex,Y,SBrkr,1256,0,0,1256,1.0,0.0,1,1,1,1,Gd,5,Typ,1,Gd,Attchd,2008.0,Fin,2.0,641.0,TA,TA,Y,0,169,0,0,0,0,NA,NA,NA,0,3,2009,WD ,Normal,195000,-24.071100537382232,46.92979675811033,2803 BRISTOL DR
571,0533213040,160,FV,34.0,3230,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,TA,No,GLQ,381.0,Unf,0.0,348.0,729.0,GasA,Gd,Y,SBrkr,742,729,0,1471,0.0,0.0,2,1,3,1,TA,6,Typ,0,NA,Detchd,1999.0,Unf,2.0,440.0,TA,TA,Y,0,24,0,0,0,0,NA,NA,NA,0,3,2009,WD ,Normal,172500,-24.070893032136993,46.929280140434734,2723 BRISTOL DR
572,0533221040,160,FV,34.0,2998,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,No,GLQ,507.0,Unf,0.0,249.0,756.0,GasA,Ex,Y,SBrkr,756,756,0,1512,1.0,0.0,2,1,2,1,Gd,4,Typ,0,NA,Detchd,2000.0,Unf,2.0,440.0,TA,TA,Y,0,32,0,0,0,0,NA,NA,NA,0,8,2009,WD ,Normal,180000,-24.073672269681776,46.92758426593839,2721 HAMPTON ST
573,0533223030,160,FV,35.0,3768,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,549.0,Unf,0.0,142.0,691.0,GasA,Ex,Y,SBrkr,713,739,0,1452,1.0,0.0,2,1,3,1,Gd,6,Typ,0,NA,Detchd,1999.0,Unf,2.0,506.0,TA,TA,Y,0,34,0,0,0,0,NA,NA,NA,0,9,2009,WD ,Normal,156000,-24.070303383040514,46.926344845931254,2508 EATON AVE
